Timestamp,Source,LicensePlate
2025-06-07 01:13:47,webcam,No text found
2025-06-07 01:13:48,webcam,No text found
2025-06-07 01:13:48,webcam,No text found
2025-06-07 01:13:49,webcam,22 Bht7t
2025-06-07 01:13:49,webcam,22 BH 761;
2025-06-07 01:13:49,webcam,22 Bh7ma
2025-06-07 01:13:50,webcam,22 BH ZM7173
2025-06-07 01:13:50,webcam,22 BH 70715
2025-06-07 01:13:50,webcam,22 847015
2025-06-07 01:13:50,webcam,22 BH 7071E3
2025-06-07 01:13:51,webcam,22 BhtJR
2025-06-07 01:13:51,webcam,22 BH 70746
2025-06-07 01:13:51,webcam,22 BH 70713
2025-06-07 01:13:52,webcam,22 BH 707453
2025-06-07 01:13:52,webcam,22 BH 707155
2025-06-07 01:13:52,webcam,22 BH 767155
2025-06-07 01:13:53,webcam,22 BH 70745
2025-06-07 01:13:53,webcam,22 BH 76715
2025-06-07 01:13:53,webcam,22 BH 707465
2025-06-07 01:13:54,webcam,22 BH 767153
2025-06-07 01:13:54,webcam,N
2025-06-07 01:13:54,webcam,21Wh /0n
2025-06-07 01:13:55,webcam,187a
2025-06-07 01:13:55,webcam,No text found
2025-06-07 01:13:55,webcam,No text found
2025-06-07 01:13:55,webcam,No text found
2025-06-07 01:13:55,webcam,No text found
2025-06-07 01:13:56,webcam,No text found
2025-06-07 01:13:56,webcam,No text found
2025-06-07 01:13:56,webcam,No text found
2025-06-07 01:13:56,webcam,No text found
2025-06-07 01:13:56,webcam,No text found
2025-06-07 01:13:57,webcam,No text found
2025-06-07 01:13:57,webcam,No text found
2025-06-07 01:13:57,webcam,No text found
2025-06-07 01:13:57,webcam,No text found
2025-06-07 01:13:57,webcam,No text found
2025-06-07 01:13:58,webcam,No text found
2025-06-07 01:13:58,webcam,No text found
2025-06-07 01:13:58,webcam,No text found
2025-06-07 01:13:59,webcam,No text found
2025-06-07 01:13:59,webcam,No text found
2025-06-07 01:13:59,webcam,No text found
2025-06-07 01:13:59,webcam,Bh Asaa
2025-06-07 01:14:00,webcam,D3u
2025-06-07 01:14:00,webcam,Bhma
2025-06-07 01:14:00,webcam,Meliu
2025-06-07 01:14:01,webcam,pro
2025-06-07 01:14:01,webcam,No text found
2025-06-07 01:14:04,webcam,No text found
2025-06-07 01:14:06,webcam,No text found
2025-06-07 01:14:06,webcam,No text found
2025-06-07 01:14:07,webcam,No text found
2025-06-07 01:14:07,webcam,No text found
2025-06-07 01:14:07,webcam,No text found
2025-06-07 01:14:07,webcam,No text found
2025-06-07 01:14:07,webcam,No text found
2025-06-07 01:14:08,webcam,0r 114
2025-06-07 01:14:08,webcam,JA #149
2025-06-07 01:14:08,webcam,22 BH 707ARs]
2025-06-07 01:14:08,webcam,No text found
2025-06-07 01:14:09,webcam,22 BH '7071Rs
2025-06-07 01:14:09,webcam,Lka
2025-06-07 01:14:09,webcam,22 847075
2025-06-07 01:14:09,webcam,22 BH 7071Rs
2025-06-07 01:14:10,webcam,22 BH 7074Rs]
2025-06-07 01:14:10,webcam,ba
2025-06-07 01:14:10,webcam,"""@eTa"
2025-06-07 01:14:10,webcam,No text found
2025-06-07 01:14:11,webcam,Dc
2025-06-07 01:14:11,webcam,No text found
2025-06-07 01:14:11,webcam,No text found
2025-06-07 01:14:11,webcam,No text found
2025-06-07 01:14:12,webcam,No text found
2025-06-07 01:14:12,webcam,No text found
2025-06-07 01:14:12,webcam,22 BH 7070Rs'
2025-06-07 01:14:12,webcam,No text found
2025-06-07 01:14:13,webcam,No text found
2025-06-07 01:14:13,webcam,No text found
2025-06-07 01:14:13,webcam,22 BH 7070RS
2025-06-07 01:14:13,webcam,No text found
2025-06-07 01:14:14,webcam,No text found
2025-06-07 01:14:14,webcam,No text found
2025-06-07 01:14:14,webcam,No text found
2025-06-07 01:14:14,webcam,No text found
2025-06-07 01:14:14,webcam,No text found
2025-06-07 01:14:15,webcam,No text found
2025-06-07 01:14:15,webcam,No text found
2025-06-07 01:14:15,webcam,No text found
2025-06-07 01:14:15,webcam,No text found
2025-06-07 01:14:15,webcam,No text found
2025-06-07 01:14:16,webcam,No text found
2025-06-07 01:14:16,webcam,No text found
2025-06-07 01:14:16,webcam,No text found
2025-06-07 01:14:16,webcam,No text found
2025-06-07 01:14:17,webcam,No text found
2025-06-07 01:14:17,webcam,No text found
2025-06-07 01:14:17,webcam,No text found
2025-06-07 01:14:17,webcam,Ia
2025-06-07 01:14:17,webcam,No text found
2025-06-07 01:14:18,webcam,1
2025-06-07 01:14:18,webcam,No text found
2025-06-07 01:14:18,webcam,7=
2025-06-07 01:14:18,webcam,No text found
2025-06-07 01:14:19,webcam,No text found
2025-06-07 01:14:19,webcam,No text found
2025-06-07 01:14:19,webcam,No text found
2025-06-07 01:14:19,webcam,22 e47M153]
2025-06-07 01:14:20,webcam,22 DH 70748
2025-06-07 01:14:20,webcam,B
2025-06-07 01:14:20,webcam,"22 BK ""0067"
2025-06-07 01:14:21,webcam,22 BH 7070RS
2025-06-07 01:14:21,webcam,3v
2025-06-07 01:14:21,webcam,22 BH 7074R5
2025-06-07 01:14:22,webcam,No text found
2025-06-07 01:14:22,webcam,No text found
2025-06-07 01:14:22,webcam,No text found
2025-06-07 01:14:22,webcam,No text found
2025-06-07 01:14:22,webcam,No text found
2025-06-07 01:14:23,webcam,22 BH 707083
2025-06-07 01:14:23,webcam,267a
2025-06-07 01:14:23,webcam,22 8-7a]
2025-06-07 01:14:24,webcam,22 BH 707485
2025-06-07 01:14:24,webcam,22 BH 707488|
2025-06-07 01:14:24,webcam,22 BH 70748
2025-06-07 01:14:24,webcam,22 BH 707435
2025-06-07 01:14:25,webcam,22 BH 707485
2025-06-07 01:14:25,webcam,22 BH 707458
2025-06-07 01:14:25,webcam,22 BH 707463
2025-06-07 01:14:26,webcam,22 BH 7074RS
2025-06-07 01:14:26,webcam,22 BH 707463|
2025-06-07 01:14:26,webcam,22 BH = 7074 0
2025-06-07 01:14:26,webcam,No text found
2025-06-07 01:14:27,webcam,No text found
2025-06-07 01:14:27,webcam,No text found
2025-06-07 01:14:27,webcam,No text found
2025-06-07 01:14:27,webcam,No text found
2025-06-07 01:14:28,webcam,No text found
2025-06-07 01:14:28,webcam,No text found
2025-06-07 01:14:28,webcam,No text found
2025-06-07 01:14:28,webcam,No text found
2025-06-07 01:14:29,webcam,No text found
2025-06-07 01:14:29,webcam,No text found
2025-06-07 01:14:29,webcam,No text found
2025-06-07 01:14:29,webcam,No text found
2025-06-07 01:14:30,webcam,No text found
2025-06-07 01:14:30,webcam,No text found
2025-06-07 01:14:30,webcam,Conbhesoh
2025-06-07 01:14:30,webcam,Fnei
2025-06-07 01:14:31,webcam,BH 2M45 A4
2025-06-07 01:14:31,webcam,BHZMSAA
2025-06-07 01:14:31,webcam,Sedich
2025-06-07 01:14:31,webcam,BH235 AA
2025-06-07 01:14:32,webcam,No text found
2025-06-07 01:14:32,webcam,21 BHZMS AA
2025-06-07 01:14:32,webcam,Dnuo
2025-06-07 01:14:33,webcam,21BHZuS4
2025-06-07 01:14:33,webcam,HBEI
2025-06-07 01:14:34,webcam,Ae
2025-06-07 01:14:34,webcam,1BhZusaa
2025-06-07 01:14:34,webcam,FBhzus A
2025-06-07 01:14:35,webcam,Pnb
2025-06-07 01:14:35,webcam,1BHZUSAA
2025-06-07 01:14:35,webcam,"Pnb"""
2025-06-07 01:14:35,webcam,"eone468"""
2025-06-07 01:14:36,webcam,Dnben
2025-06-07 01:14:36,webcam,"22Bhe:,"
2025-06-07 01:14:36,webcam,72uE
2025-06-07 01:14:36,webcam,No text found
2025-06-07 01:14:37,webcam,0
2025-06-07 01:14:37,webcam,No text found
2025-06-07 01:14:37,webcam,No text found
2025-06-07 01:14:37,webcam,No text found
2025-06-07 01:14:38,webcam,No text found
2025-06-07 01:14:38,webcam,No text found
2025-06-07 01:14:38,webcam,h}
2025-06-07 01:14:38,webcam,725
2025-06-07 01:14:39,webcam,Di
2025-06-07 01:14:39,webcam,Mu F
2025-06-07 01:14:39,webcam,"J188"""
2025-06-07 01:14:40,webcam,6
2025-06-07 01:14:40,webcam,0
2025-06-07 01:14:40,webcam,No text found
2025-06-07 01:14:40,webcam,0
2025-06-07 01:14:41,webcam,No text found
2025-06-07 01:14:41,webcam,Lu;
2025-06-07 01:14:41,webcam,06n
2025-06-07 01:14:42,webcam,:
2025-06-07 01:14:42,webcam,No text found
2025-06-07 01:14:42,webcam,No text found
2025-06-07 01:14:42,webcam,Mmmm
2025-06-07 01:14:43,webcam,No text found
2025-06-07 01:14:43,webcam,No text found
2025-06-07 01:14:43,webcam,22 Dd
2025-06-07 01:14:44,webcam,No text found
2025-06-07 01:14:44,webcam,No text found
2025-06-07 01:14:44,webcam,TBDu
2025-06-07 01:14:44,webcam,No text found
2025-06-07 01:14:45,webcam,No text found
2025-06-07 01:14:45,webcam,No text found
2025-06-07 01:14:45,webcam,No text found
2025-06-07 01:14:45,webcam,No text found
2025-06-07 01:14:45,webcam,No text found
2025-06-07 01:14:46,webcam,No text found
2025-06-07 01:14:46,webcam,No text found
2025-06-07 01:14:46,webcam,"""JIteC"
2025-06-07 01:14:46,webcam,"Jile"""
2025-06-07 01:14:47,webcam,"""Joduri"
2025-06-07 01:14:47,webcam,No text found
2025-06-07 01:14:47,webcam,2LBHZS
2025-06-07 01:14:48,webcam,21 Bh RS 
2025-06-07 01:14:48,webcam,2345
2025-06-07 01:14:48,webcam,110K 2245
2025-06-07 01:14:48,webcam,21 BhZU4
2025-06-07 01:14:48,webcam,No text found
2025-06-07 01:14:49,webcam,No text found
2025-06-07 01:14:49,webcam,No text found
2025-06-07 01:14:49,webcam,No text found
2025-06-07 01:14:49,webcam,No text found
2025-06-07 01:14:50,webcam,No text found
